"","zone","entity","zone_type","year_comparison","area_0","area_1","delta_area"
"291","Oceania","Permanent_crops","Sub_Region","2020_2070",0,187290.478378041,187290.478378041
"292","South America","Permanent_crops","Sub_Region","2020_2030",0,1237862.17991626,1237862.17991626
"293","South America","Permanent_crops","Sub_Region","2020_2050",0,1333840.89995178,1333840.89995178
"294","South America","Permanent_crops","Sub_Region","2020_2070",0,1201624.28981663,1201624.28981663
"295","South Asia","Permanent_crops","Sub_Region","2020_2030",0,582987.522290937,582987.522290937
"296","South Asia","Permanent_crops","Sub_Region","2020_2050",0,657763.943122288,657763.943122288
"297","South Asia","Permanent_crops","Sub_Region","2020_2070",0,1602514.84925535,1602514.84925535
"298","South-East Asia","Permanent_crops","Sub_Region","2020_2030",0,853260.260088835,853260.260088835
"299","South-East Asia","Permanent_crops","Sub_Region","2020_2050",0,924660.787126318,924660.787126318
"300","South-East Asia","Permanent_crops","Sub_Region","2020_2070",0,1216876.57964614,1216876.57964614
"301","Southern Africa","Permanent_crops","Sub_Region","2020_2030",0,445338.765135746,445338.765135746
"302","Southern Africa","Permanent_crops","Sub_Region","2020_2050",0,663994.631405572,663994.631405572
"303","Southern Africa","Permanent_crops","Sub_Region","2020_2070",0,1068464.36731436,1068464.36731436
"304","West Africa","Permanent_crops","Sub_Region","2020_2030",0,1112465.12455021,1112465.12455021
"305","West Africa","Permanent_crops","Sub_Region","2020_2050",0,1310466.50060147,1310466.50060147
"306","West Africa","Permanent_crops","Sub_Region","2020_2070",0,1493875.51650114,1493875.51650114
"307","Western Asia","Permanent_crops","Sub_Region","2020_2030",0,5442.85780422045,5442.85780422045
"308","Western Asia","Permanent_crops","Sub_Region","2020_2050",0,5470.28752765189,5470.28752765189
"309","Western Asia","Permanent_crops","Sub_Region","2020_2070",0,6257.11452582444,6257.11452582444
"310","Antarctica","Pasture","Sub_Region","2020_2030",0,0,0
"311","Antarctica","Pasture","Sub_Region","2020_2050",0,0,0
"312","Antarctica","Pasture","Sub_Region","2020_2070",0,0,0
"313","Caribbean","Pasture","Sub_Region","2020_2030",61017.6212125491,57013.6024145219,-4004.0187980272
"314","Caribbean","Pasture","Sub_Region","2020_2050",61017.6212125491,51952.6520152057,-9064.9691973434
"315","Caribbean","Pasture","Sub_Region","2020_2070",61017.6212125491,51243.8521959906,-9773.76901655853
"316","Central Africa","Pasture","Sub_Region","2020_2030",1054313.95546769,1278429.67795829,224115.722490603
"317","Central Africa","Pasture","Sub_Region","2020_2050",1054313.95546769,1176800.86583187,122486.910364187
"318","Central Africa","Pasture","Sub_Region","2020_2070",1054313.95546769,1207247.59421591,152933.638748226
"319","Central Asia","Pasture","Sub_Region","2020_2030",2608451.8509157,2625193.86942657,16742.018510873
"320","Central Asia","Pasture","Sub_Region","2020_2050",2608451.8509157,2644486.67890589,36034.8279901901
"321","Central Asia","Pasture","Sub_Region","2020_2070",2608451.8509157,2629601.42038309,21149.5694673918
"322","Central and Western Europe","Pasture","Sub_Region","2020_2030",889673.672904857,847348.668254074,-42325.0046507833
"323","Central and Western Europe","Pasture","Sub_Region","2020_2050",889673.672904857,660790.193103435,-228883.479801422
"324","Central and Western Europe","Pasture","Sub_Region","2020_2070",889673.672904857,568712.450762912,-320961.222141945
"325","East Africa and adjacent islands","Pasture","Sub_Region","2020_2030",1865918.01203581,1754604.75312211,-111313.258913694
"326","East Africa and adjacent islands","Pasture","Sub_Region","2020_2050",1865918.01203581,1433524.84937946,-432393.162656344
"327","East Africa and adjacent islands","Pasture","Sub_Region","2020_2070",1865918.01203581,1547939.57839656,-317978.433639244
"328","Eastern Europe","Pasture","Sub_Region","2020_2030",1141359.01743065,1087431.37882906,-53927.6386015941
"329","Eastern Europe","Pasture","Sub_Region","2020_2050",1141359.01743065,1010257.31805876,-131101.699371887
"330","Eastern Europe","Pasture","Sub_Region","2020_2070",1141359.01743065,1027721.10280705,-113637.914623605
"331","Mesoamerica","Pasture","Sub_Region","2020_2030",919682.713247287,921825.747364013,2143.03411672614
"332","Mesoamerica","Pasture","Sub_Region","2020_2050",919682.713247287,824277.651761271,-95405.0614860156
"333","Mesoamerica","Pasture","Sub_Region","2020_2070",919682.713247287,815656.70847286,-104026.004774427
"334","North Africa","Pasture","Sub_Region","2020_2030",1384113.9003907,1346277.06104401,-37836.8393466959
"335","North Africa","Pasture","Sub_Region","2020_2050",1384113.9003907,1211382.42735358,-172731.473037126
"336","North Africa","Pasture","Sub_Region","2020_2070",1384113.9003907,1238717.94232486,-145395.958065839
"337","North America","Pasture","Sub_Region","2020_2030",2673726.15309633,2583684.15970232,-90041.9933940056
"338","North America","Pasture","Sub_Region","2020_2050",2673726.15309633,2594596.54260444,-79129.6104918872
"339","North America","Pasture","Sub_Region","2020_2070",2673726.15309633,2691355.42401222,17629.2709158896
"340","North-East Asia","Pasture","Sub_Region","2020_2030",5188099.90176893,5257705.65243864,69605.7506697141
"341","North-East Asia","Pasture","Sub_Region","2020_2050",5188099.90176893,5195000.85102007,6900.9492511386
"342","North-East Asia","Pasture","Sub_Region","2020_2070",5188099.90176893,5226702.86555731,38602.9637883836
"343","Oceania","Pasture","Sub_Region","2020_2030",3460741.77670474,3425939.9871966,-34801.7895081323
"344","Oceania","Pasture","Sub_Region","2020_2050",3460741.77670474,3241513.61096428,-219228.16574046
"345","Oceania","Pasture","Sub_Region","2020_2070",3460741.77670474,3236019.97190371,-224721.804801025
"346","South America","Pasture","Sub_Region","2020_2030",4809738.25044835,4727046.48770892,-82691.7627394265
"347","South America","Pasture","Sub_Region","2020_2050",4809738.25044835,4099649.30410004,-710088.946348308
"348","South America","Pasture","Sub_Region","2020_2070",4809738.25044835,4207212.61640987,-602525.634038478
"349","South Asia","Pasture","Sub_Region","2020_2030",1649970.67143997,1470454.65936134,-179516.012078627
"350","South Asia","Pasture","Sub_Region","2020_2050",1649970.67143997,1424893.16025095,-225077.511189013
"351","South Asia","Pasture","Sub_Region","2020_2070",1649970.67143997,1421550.82950403,-228419.841935936
"352","South-East Asia","Pasture","Sub_Region","2020_2030",176870.51183418,172189.913679394,-4680.5981547854
"353","South-East Asia","Pasture","Sub_Region","2020_2050",176870.51183418,157715.915818086,-19154.5960160936
"354","South-East Asia","Pasture","Sub_Region","2020_2070",176870.51183418,151534.414927288,-25336.0969068921
"355","Southern Africa","Pasture","Sub_Region","2020_2030",2874236.36102222,2763816.93145431,-110419.429567916
"356","Southern Africa","Pasture","Sub_Region","2020_2050",2874236.36102222,2218127.15784418,-656109.203178047
"357","Southern Africa","Pasture","Sub_Region","2020_2070",2874236.36102222,2329174.71560007,-545061.645422147
"358","West Africa","Pasture","Sub_Region","2020_2030",1457636.30465252,1086527.26607988,-371109.038572642
"359","West Africa","Pasture","Sub_Region","2020_2050",1457636.30465252,960707.15407493,-496929.150577595
"360","West Africa","Pasture","Sub_Region","2020_2070",1457636.30465252,970312.849210564,-487323.455441961
"361","Western Asia","Pasture","Sub_Region","2020_2030",884112.764406667,1093527.85676123,209415.09235456
"362","Western Asia","Pasture","Sub_Region","2020_2050",884112.764406667,1092615.31134875,208502.546942087
"363","Western Asia","Pasture","Sub_Region","2020_2070",884112.764406667,1118794.22765765,234681.463250985
"364","Antarctica","Primary_vegetation","Sub_Region","2020_2030",1519.04416943512,1519.04416943512,0
"365","Antarctica","Primary_vegetation","Sub_Region","2020_2050",1519.04416943512,1519.04416943512,0
"366","Antarctica","Primary_vegetation","Sub_Region","2020_2070",1519.04416943512,1519.04416943512,0
"367","Caribbean","Primary_vegetation","Sub_Region","2020_2030",100304.942134793,79903.1663672562,-20401.7757675367
"368","Caribbean","Primary_vegetation","Sub_Region","2020_2050",100304.942134793,75428.4823322011,-24876.4598025918
"369","Caribbean","Primary_vegetation","Sub_Region","2020_2070",100304.942134793,75109.6071142533,-25195.3350205396
"370","Central Africa","Primary_vegetation","Sub_Region","2020_2030",3275868.94337893,2963909.28477314,-311959.658605782
"371","Central Africa","Primary_vegetation","Sub_Region","2020_2050",3275868.94337893,2955038.30866507,-320830.634713857
"372","Central Africa","Primary_vegetation","Sub_Region","2020_2070",3275868.94337893,2900296.24250703,-375572.7008719
"373","Central Asia","Primary_vegetation","Sub_Region","2020_2030",835998.007339909,650018.410641873,-185979.596698036
"374","Central Asia","Primary_vegetation","Sub_Region","2020_2050",835998.007339909,597533.369590232,-238464.637749677
"375","Central Asia","Primary_vegetation","Sub_Region","2020_2070",835998.007339909,596922.289644882,-239075.717695028
"376","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2030",1477884.8365737,823420.352119559,-654464.484454142
"377","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2050",1477884.8365737,499724.570856218,-978160.265717483
"378","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2070",1477884.8365737,357139.195186509,-1120745.64138719
"379","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2030",1952169.85345905,1820306.32696625,-131863.526492796
"380","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2050",1952169.85345905,1684542.1893665,-267627.664092545
"381","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2070",1952169.85345905,1624867.39654607,-327302.456912978
"382","Eastern Europe","Primary_vegetation","Sub_Region","2020_2030",13315374.0023379,12352864.4126522,-962509.589685692
"383","Eastern Europe","Primary_vegetation","Sub_Region","2020_2050",13315374.0023379,12079594.6866507,-1235779.31568713
"384","Eastern Europe","Primary_vegetation","Sub_Region","2020_2070",13315374.0023379,11927930.576434,-1387443.42590387
"385","Mesoamerica","Primary_vegetation","Sub_Region","2020_2030",1096596.84702361,977690.779016072,-118906.068007536
"386","Mesoamerica","Primary_vegetation","Sub_Region","2020_2050",1096596.84702361,963488.984790844,-133107.862232763
"387","Mesoamerica","Primary_vegetation","Sub_Region","2020_2070",1096596.84702361,955928.297518,-140668.549505608
"388","North Africa","Primary_vegetation","Sub_Region","2020_2030",6569831.70225845,6260551.23072427,-309280.47153418
"389","North Africa","Primary_vegetation","Sub_Region","2020_2050",6569831.70225845,6189005.79496199,-380825.907296462
"390","North Africa","Primary_vegetation","Sub_Region","2020_2070",6569831.70225845,6132564.91124415,-437266.791014301
"391","North America","Primary_vegetation","Sub_Region","2020_2030",12886067.1380674,10960376.9660043,-1925690.17206313
"392","North America","Primary_vegetation","Sub_Region","2020_2050",12886067.1380674,10388579.8244388,-2497487.31362866
"393","North America","Primary_vegetation","Sub_Region","2020_2070",12886067.1380674,9868253.57619431,-3017813.56187312
"394","North-East Asia","Primary_vegetation","Sub_Region","2020_2030",3689241.23344588,2959395.64745979,-729845.585986086
"395","North-East Asia","Primary_vegetation","Sub_Region","2020_2050",3689241.23344588,2874761.89052175,-814479.342924124
"396","North-East Asia","Primary_vegetation","Sub_Region","2020_2070",3689241.23344588,2595773.71426122,-1093467.51918466
"397","Oceania","Primary_vegetation","Sub_Region","2020_2030",3713194.8263999,3353995.83780675,-359198.988593149
"398","Oceania","Primary_vegetation","Sub_Region","2020_2050",3713194.8263999,3177242.96625272,-535951.860147177
"399","Oceania","Primary_vegetation","Sub_Region","2020_2070",3713194.8263999,3131485.54537114,-581709.281028758
"400","South America","Primary_vegetation","Sub_Region","2020_2030",9509935.22841532,8636713.70363933,-873221.524775989
"401","South America","Primary_vegetation","Sub_Region","2020_2050",9509935.22841532,8188814.96766681,-1321120.26074851
"402","South America","Primary_vegetation","Sub_Region","2020_2070",9509935.22841532,8076267.6594243,-1433667.56899102
"403","South Asia","Primary_vegetation","Sub_Region","2020_2030",1684495.39674748,1305907.34969889,-378588.047048594
"404","South Asia","Primary_vegetation","Sub_Region","2020_2050",1684495.39674748,1242462.4274269,-442032.969320578
"405","South Asia","Primary_vegetation","Sub_Region","2020_2070",1684495.39674748,1170738.35996652,-513757.03678096
"406","South-East Asia","Primary_vegetation","Sub_Region","2020_2030",2287096.30744237,2099788.1288955,-187308.178546875
"407","South-East Asia","Primary_vegetation","Sub_Region","2020_2050",2287096.30744237,1928634.88276492,-358461.424677458
"408","South-East Asia","Primary_vegetation","Sub_Region","2020_2070",2287096.30744237,1799018.22934117,-488078.0781012
"409","Southern Africa","Primary_vegetation","Sub_Region","2020_2030",2319517.28422227,2159633.43108042,-159883.853141848
"410","Southern Africa","Primary_vegetation","Sub_Region","2020_2050",2319517.28422227,2066760.99938938,-252756.284832888
"411","Southern Africa","Primary_vegetation","Sub_Region","2020_2070",2319517.28422227,1896287.44718121,-423229.83704106
"412","West Africa","Primary_vegetation","Sub_Region","2020_2030",2039753.13257194,1834994.08677615,-204759.045795791
"413","West Africa","Primary_vegetation","Sub_Region","2020_2050",2039753.13257194,1833633.03738932,-206120.095182628
"414","West Africa","Primary_vegetation","Sub_Region","2020_2070",2039753.13257194,1765232.58970098,-274520.542870961
"415","Western Asia","Primary_vegetation","Sub_Region","2020_2030",2455003.57221877,2010013.838073,-444989.73414577
"416","Western Asia","Primary_vegetation","Sub_Region","2020_2050",2455003.57221877,1995467.04896037,-459536.523258406
"417","Western Asia","Primary_vegetation","Sub_Region","2020_2070",2455003.57221877,1950277.40124726,-504726.170971509
