"","zone","entity","zone_type","year_comparison","area_0","area_1","delta_area"
"290","Oceania","Permanent_crops","Sub_Region","2020_2050",0,68586.4821296217,68586.4821296217
"291","Oceania","Permanent_crops","Sub_Region","2020_2070",0,72833.0463767651,72833.0463767651
"292","South America","Permanent_crops","Sub_Region","2020_2030",0,1151510.46254214,1151510.46254214
"293","South America","Permanent_crops","Sub_Region","2020_2050",0,1004611.81039963,1004611.81039963
"294","South America","Permanent_crops","Sub_Region","2020_2070",0,1041270.25861768,1041270.25861768
"295","South Asia","Permanent_crops","Sub_Region","2020_2030",0,505925.050945995,505925.050945995
"296","South Asia","Permanent_crops","Sub_Region","2020_2050",0,532275.845484416,532275.845484416
"297","South Asia","Permanent_crops","Sub_Region","2020_2070",0,1334413.40561491,1334413.40561491
"298","South-East Asia","Permanent_crops","Sub_Region","2020_2030",0,757012.596366155,757012.596366155
"299","South-East Asia","Permanent_crops","Sub_Region","2020_2050",0,774666.107147939,774666.107147939
"300","South-East Asia","Permanent_crops","Sub_Region","2020_2070",0,1079619.72053596,1079619.72053596
"301","Southern Africa","Permanent_crops","Sub_Region","2020_2030",0,393723.112236898,393723.112236898
"302","Southern Africa","Permanent_crops","Sub_Region","2020_2050",0,460673.655543536,460673.655543536
"303","Southern Africa","Permanent_crops","Sub_Region","2020_2070",0,749610.890739678,749610.890739678
"304","West Africa","Permanent_crops","Sub_Region","2020_2030",0,1095702.61693219,1095702.61693219
"305","West Africa","Permanent_crops","Sub_Region","2020_2050",0,1238370.8448019,1238370.8448019
"306","West Africa","Permanent_crops","Sub_Region","2020_2070",0,1364034.16213792,1364034.16213792
"307","Western Asia","Permanent_crops","Sub_Region","2020_2030",0,2752.015263961,2752.015263961
"308","Western Asia","Permanent_crops","Sub_Region","2020_2050",0,2762.69689827907,2762.69689827907
"309","Western Asia","Permanent_crops","Sub_Region","2020_2070",0,2757.72547970729,2757.72547970729
"310","Antarctica","Pasture","Sub_Region","2020_2030",0,0,0
"311","Antarctica","Pasture","Sub_Region","2020_2050",0,0,0
"312","Antarctica","Pasture","Sub_Region","2020_2070",0,0,0
"313","Caribbean","Pasture","Sub_Region","2020_2030",61017.6212125491,47793.5653128074,-13224.0558997417
"314","Caribbean","Pasture","Sub_Region","2020_2050",61017.6212125491,42347.9318898413,-18669.6893227079
"315","Caribbean","Pasture","Sub_Region","2020_2070",61017.6212125491,44046.0031005247,-16971.6181120244
"316","Central Africa","Pasture","Sub_Region","2020_2030",1054313.95546769,890981.270017772,-163332.685449915
"317","Central Africa","Pasture","Sub_Region","2020_2050",1054313.95546769,786556.514127189,-267757.441340499
"318","Central Africa","Pasture","Sub_Region","2020_2070",1054313.95546769,715937.953153243,-338376.002314444
"319","Central Asia","Pasture","Sub_Region","2020_2030",2608451.8509157,2646655.91693888,38204.0660231826
"320","Central Asia","Pasture","Sub_Region","2020_2050",2608451.8509157,2611257.31702933,2805.46611363348
"321","Central Asia","Pasture","Sub_Region","2020_2070",2608451.8509157,2631818.96435171,23367.1134360167
"322","Central and Western Europe","Pasture","Sub_Region","2020_2030",889673.672904857,752873.554846153,-136800.118058704
"323","Central and Western Europe","Pasture","Sub_Region","2020_2050",889673.672904857,552999.592894625,-336674.080010232
"324","Central and Western Europe","Pasture","Sub_Region","2020_2070",889673.672904857,528800.847807676,-360872.825097181
"325","East Africa and adjacent islands","Pasture","Sub_Region","2020_2030",1865918.01203581,1873509.02724193,7591.01520612254
"326","East Africa and adjacent islands","Pasture","Sub_Region","2020_2050",1865918.01203581,1714704.9560902,-151213.055945609
"327","East Africa and adjacent islands","Pasture","Sub_Region","2020_2070",1865918.01203581,1550137.01224324,-315780.99979257
"328","Eastern Europe","Pasture","Sub_Region","2020_2030",1141359.01743065,974202.31763276,-167156.699797891
"329","Eastern Europe","Pasture","Sub_Region","2020_2050",1141359.01743065,784273.883475589,-357085.133955062
"330","Eastern Europe","Pasture","Sub_Region","2020_2070",1141359.01743065,795947.767299804,-345411.250130847
"331","Mesoamerica","Pasture","Sub_Region","2020_2030",919682.713247287,855384.051492491,-64298.6617547959
"332","Mesoamerica","Pasture","Sub_Region","2020_2050",919682.713247287,709700.029349115,-209982.683898172
"333","Mesoamerica","Pasture","Sub_Region","2020_2070",919682.713247287,739664.103646008,-180018.609601279
"334","North Africa","Pasture","Sub_Region","2020_2030",1384113.9003907,1495075.21349617,110961.313105468
"335","North Africa","Pasture","Sub_Region","2020_2050",1384113.9003907,1322656.86565942,-61457.034731284
"336","North Africa","Pasture","Sub_Region","2020_2070",1384113.9003907,1331807.78091739,-52306.1194733153
"337","North America","Pasture","Sub_Region","2020_2030",2673726.15309633,2299277.7445264,-374448.408569924
"338","North America","Pasture","Sub_Region","2020_2050",2673726.15309633,1712620.87671819,-961105.276378132
"339","North America","Pasture","Sub_Region","2020_2070",2673726.15309633,1683905.59894141,-989820.554154915
"340","North-East Asia","Pasture","Sub_Region","2020_2030",5188099.90176893,5186006.9173289,-2092.98444002587
"341","North-East Asia","Pasture","Sub_Region","2020_2050",5188099.90176893,4835522.21764766,-352577.684121272
"342","North-East Asia","Pasture","Sub_Region","2020_2070",5188099.90176893,4438143.04359419,-749956.858174736
"343","Oceania","Pasture","Sub_Region","2020_2030",3460741.77670474,3429767.069194,-30974.7075107405
"344","Oceania","Pasture","Sub_Region","2020_2050",3460741.77670474,3386154.46988705,-74587.306817689
"345","Oceania","Pasture","Sub_Region","2020_2070",3460741.77670474,3430155.56252088,-30586.2141838539
"346","South America","Pasture","Sub_Region","2020_2030",4809738.25044835,4483387.60858696,-326350.641861385
"347","South America","Pasture","Sub_Region","2020_2050",4809738.25044835,4179934.23036167,-629804.02008668
"348","South America","Pasture","Sub_Region","2020_2070",4809738.25044835,4425610.61029878,-384127.640149564
"349","South Asia","Pasture","Sub_Region","2020_2030",1649970.67143997,1608838.89569533,-41131.7757446396
"350","South Asia","Pasture","Sub_Region","2020_2050",1649970.67143997,1577131.33030685,-72839.341133116
"351","South Asia","Pasture","Sub_Region","2020_2070",1649970.67143997,1601416.26622474,-48554.4052152277
"352","South-East Asia","Pasture","Sub_Region","2020_2030",176870.51183418,135775.267312903,-41095.2445212771
"353","South-East Asia","Pasture","Sub_Region","2020_2050",176870.51183418,103568.804916357,-73301.7069178233
"354","South-East Asia","Pasture","Sub_Region","2020_2070",176870.51183418,104263.316605668,-72607.1952285119
"355","Southern Africa","Pasture","Sub_Region","2020_2030",2874236.36102222,2833159.21928815,-41077.1417340711
"356","Southern Africa","Pasture","Sub_Region","2020_2050",2874236.36102222,2361831.41664519,-512404.94437703
"357","Southern Africa","Pasture","Sub_Region","2020_2070",2874236.36102222,1870072.65295222,-1004163.70807
"358","West Africa","Pasture","Sub_Region","2020_2030",1457636.30465252,1234309.80130485,-223326.503347674
"359","West Africa","Pasture","Sub_Region","2020_2050",1457636.30465252,1025474.82550646,-432161.47914606
"360","West Africa","Pasture","Sub_Region","2020_2070",1457636.30465252,972538.719425838,-485097.585226686
"361","Western Asia","Pasture","Sub_Region","2020_2030",884112.764406667,957819.803544626,73707.0391379591
"362","Western Asia","Pasture","Sub_Region","2020_2050",884112.764406667,958468.307169758,74355.5427630907
"363","Western Asia","Pasture","Sub_Region","2020_2070",884112.764406667,962582.835406952,78470.0710002847
"364","Antarctica","Primary_vegetation","Sub_Region","2020_2030",1519.04416943512,1519.04416943512,0
"365","Antarctica","Primary_vegetation","Sub_Region","2020_2050",1519.04416943512,1519.04416943512,0
"366","Antarctica","Primary_vegetation","Sub_Region","2020_2070",1519.04416943512,1519.04416943512,0
"367","Caribbean","Primary_vegetation","Sub_Region","2020_2030",100304.942134793,86503.9925528318,-13800.9495819611
"368","Caribbean","Primary_vegetation","Sub_Region","2020_2050",100304.942134793,84469.885116889,-15835.057017904
"369","Caribbean","Primary_vegetation","Sub_Region","2020_2070",100304.942134793,84433.2861718629,-15871.65596293
"370","Central Africa","Primary_vegetation","Sub_Region","2020_2030",3275868.94337893,3003422.85121505,-272446.09216388
"371","Central Africa","Primary_vegetation","Sub_Region","2020_2050",3275868.94337893,2996269.08804731,-279599.855331616
"372","Central Africa","Primary_vegetation","Sub_Region","2020_2070",3275868.94337893,2984849.67265843,-291019.270720498
"373","Central Asia","Primary_vegetation","Sub_Region","2020_2030",835998.007339909,554829.687842159,-281168.31949775
"374","Central Asia","Primary_vegetation","Sub_Region","2020_2050",835998.007339909,527237.534769648,-308760.472570261
"375","Central Asia","Primary_vegetation","Sub_Region","2020_2070",835998.007339909,525822.29926522,-310175.708074689
"376","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2030",1477884.8365737,688927.478036945,-788957.358536756
"377","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2050",1477884.8365737,530788.475614696,-947096.360959005
"378","Central and Western Europe","Primary_vegetation","Sub_Region","2020_2070",1477884.8365737,391430.372329587,-1086454.46424411
"379","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2030",1952169.85345905,1531340.98741299,-420828.866046057
"380","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2050",1952169.85345905,1449192.96147883,-502976.891980221
"381","East Africa and adjacent islands","Primary_vegetation","Sub_Region","2020_2070",1952169.85345905,1445523.67393128,-506646.179527775
"382","Eastern Europe","Primary_vegetation","Sub_Region","2020_2030",13315374.0023379,12743001.6707171,-572372.331620775
"383","Eastern Europe","Primary_vegetation","Sub_Region","2020_2050",13315374.0023379,12261286.9407288,-1054087.06160907
"384","Eastern Europe","Primary_vegetation","Sub_Region","2020_2070",13315374.0023379,12079237.0037193,-1236136.99861857
"385","Mesoamerica","Primary_vegetation","Sub_Region","2020_2030",1096596.84702361,979646.430228781,-116950.416794827
"386","Mesoamerica","Primary_vegetation","Sub_Region","2020_2050",1096596.84702361,976476.723856729,-120120.123166879
"387","Mesoamerica","Primary_vegetation","Sub_Region","2020_2070",1096596.84702361,975740.477770264,-120856.369253344
"388","North Africa","Primary_vegetation","Sub_Region","2020_2030",6569831.70225845,6168133.48055885,-401698.221699608
"389","North Africa","Primary_vegetation","Sub_Region","2020_2050",6569831.70225845,6096333.84498668,-473497.857271774
"390","North Africa","Primary_vegetation","Sub_Region","2020_2070",6569831.70225845,6074747.60827728,-495084.09398117
"391","North America","Primary_vegetation","Sub_Region","2020_2030",12886067.1380674,11133545.9185292,-1752521.21953825
"392","North America","Primary_vegetation","Sub_Region","2020_2050",12886067.1380674,10506725.2003253,-2379341.93774216
"393","North America","Primary_vegetation","Sub_Region","2020_2070",12886067.1380674,9958201.27432827,-2927865.86373917
"394","North-East Asia","Primary_vegetation","Sub_Region","2020_2030",3689241.23344588,2346594.99988913,-1342646.23355675
"395","North-East Asia","Primary_vegetation","Sub_Region","2020_2050",3689241.23344588,2306132.07755736,-1383109.15588852
"396","North-East Asia","Primary_vegetation","Sub_Region","2020_2070",3689241.23344588,2273600.4045512,-1415640.82889467
"397","Oceania","Primary_vegetation","Sub_Region","2020_2030",3713194.8263999,3555769.25932017,-157425.567079724
"398","Oceania","Primary_vegetation","Sub_Region","2020_2050",3713194.8263999,3520630.25367744,-192564.572722456
"399","Oceania","Primary_vegetation","Sub_Region","2020_2070",3713194.8263999,3489825.20639598,-223369.620003914
"400","South America","Primary_vegetation","Sub_Region","2020_2030",9509935.22841532,8824763.48976241,-685171.738652909
"401","South America","Primary_vegetation","Sub_Region","2020_2050",9509935.22841532,8636479.59872945,-873455.62968587
"402","South America","Primary_vegetation","Sub_Region","2020_2070",9509935.22841532,8466134.84887498,-1043800.37954034
"403","South Asia","Primary_vegetation","Sub_Region","2020_2030",1684495.39674748,1237205.81715698,-447289.579590505
"404","South Asia","Primary_vegetation","Sub_Region","2020_2050",1684495.39674748,1186914.34023034,-497581.05651714
"405","South Asia","Primary_vegetation","Sub_Region","2020_2070",1684495.39674748,1049210.31293953,-635285.083807948
"406","South-East Asia","Primary_vegetation","Sub_Region","2020_2030",2287096.30744237,2108564.49717373,-178531.810268644
"407","South-East Asia","Primary_vegetation","Sub_Region","2020_2050",2287096.30744237,1975142.91284961,-311953.394592761
"408","South-East Asia","Primary_vegetation","Sub_Region","2020_2070",2287096.30744237,1856252.86341143,-430843.444030947
"409","Southern Africa","Primary_vegetation","Sub_Region","2020_2030",2319517.28422227,2033415.06112375,-286102.223098521
"410","Southern Africa","Primary_vegetation","Sub_Region","2020_2050",2319517.28422227,1987261.3144092,-332255.969813066
"411","Southern Africa","Primary_vegetation","Sub_Region","2020_2070",2319517.28422227,1951517.3663642,-367999.91785807
"412","West Africa","Primary_vegetation","Sub_Region","2020_2030",2039753.13257194,1719508.1975178,-320244.935054144
"413","West Africa","Primary_vegetation","Sub_Region","2020_2050",2039753.13257194,1718673.19945798,-321079.933113964
"414","West Africa","Primary_vegetation","Sub_Region","2020_2070",2039753.13257194,1717962.16750525,-321790.965066696
"415","Western Asia","Primary_vegetation","Sub_Region","2020_2030",2455003.57221877,2255907.35411976,-199096.218099013
"416","Western Asia","Primary_vegetation","Sub_Region","2020_2050",2455003.57221877,2227735.63578917,-227267.9364296
"417","Western Asia","Primary_vegetation","Sub_Region","2020_2070",2455003.57221877,2221805.24485588,-233198.32736289
